,subject,wm_snr_orig,gm_snr_orig,wm_snr_norm,gm_snr_norm,cc_size,holes_lh,holes_rh,defects_lh,defects_rh,topo_lh,topo_rh,con_snr_lh,con_snr_rh,rot_tal_x,rot_tal_y,rot_tal_z
sub-ED01,sub-ED01,13.167152228661811,7.8516095081639135,15.831029964754475,8.466568227477131,0.0022793190852616837,16,3,,,,,3.1997623,3.339033,-0.313385754998682,0.09635881845668076,0.1513175546713997
